Date,Price,Buy_Score,Sell_Score,Net_Bias,Bias_Tier,Combined_Signal,Buy_Tier,Sell_Tier,Buy_Delta,Sell_Delta,Scenario_Num,Scenario_Signal,Scenario_Action,Scenario_Zone,Buy_D1,Sell_D1,Buy_D2,Sell_D2,Buy_D3,Sell_D3,Buy_D4,Sell_D4,Buy_D5,Sell_D5,Buy_D6,Sell_D6,Pivot_PP,Pivot_R1,Pivot_S1
2026-01-13,4589.2,79.29,12.01,67.29,Strong Bullish ↑↑,Bullish Dominant,Strong ↑,No Sell Signal,2.14,7.82,4,Support Bounce,BUY,BULLISH,82.25,17.75,29.94,10.0,100,40,100,0,90,20,80.0,35.0,4594.97,4611.33,4572.83
2026-01-14,4626.3,79.08,13.96,65.12,Strong Bullish ↑↑,Bullish Dominant,Strong ↑,No Sell Signal,3.73,3.16,3,Bullish Accumulation,BUY,BULLISH,84.5,15.5,31.14,10.0,100,40,100,0,90,20,80.0,35.0,4623.17,4638.13,4611.33
2026-01-15,4616.3,79.7,14.14,65.56,Strong Bullish ↑↑,Bullish Dominant,Strong ↑,No Sell Signal,3.48,3.57,3,Bullish Accumulation,BUY,BULLISH,82.19,17.81,36.43,10.0,100,40,100,0,90,20,80.0,35.0,4615.17,4617.43,4614.03
2026-01-16,4588.4,79.25,12.68,66.57,Strong Bullish ↑↑,Bullish Dominant,Strong ↑,No Sell Signal,1.39,9.14,4,Support Bounce,BUY,BULLISH,74.2,25.8,35.5,10.0,100,40,100,0,90,20,80.0,35.0,4594.93,4601.47,4581.87
2026-01-20,4759.6,78.5,15.64,62.87,Strong Bullish ↑↑,Bullish Dominant,Strong ↑,No Sell Signal,-6.77,8.86,3,Bullish Accumulation,BUY,BULLISH,87.31,12.69,33.41,10.0,50,65,100,0,90,20,90.0,40.0,4728.47,4795.13,4692.93
2026-01-21,4831.8,77.05,17.57,59.48,Strong Bullish ↑↑,Bullish Dominant,Strong ↑,No Sell Signal,-6.63,3.32,3,Bullish Accumulation,BUY,BULLISH,87.33,12.67,35.1,10.0,50,65,100,0,90,20,80.0,35.0,4825.2,4878.9,4778.1
2026-01-22,4908.8,76.8,14.51,62.3,Strong Bullish ↑↑,Bullish Dominant,Strong ↑,No Sell Signal,-8.27,-2.07,3,Bullish Accumulation,BUY,BULLISH,96.89,3.11,34.12,10.0,50,65,100,0,90,20,65.0,10.0,4869.83,4947.77,4830.87
2026-01-23,4976.2,76.72,14.56,62.16,Strong Bullish ↑↑,Bullish Dominant,Strong ↑,No Sell Signal,-9.43,-2.72,3,Bullish Accumulation,BUY,BULLISH,98.51,1.49,28.55,10.0,50,65,100,0,90,20,65.0,10.0,4962.8,4989.6,4949.4
2026-01-26,5079.7,75.86,15.17,60.69,Strong Bullish ↑↑,Bullish Dominant,Strong ↑,No Sell Signal,-8.17,-4.17,3,Bullish Accumulation,BUY,BULLISH,99.2,0.8,26.47,10.0,50,65,100,0,90,20,65.0,10.0,5075.83,5099.47,5056.07
2026-01-27,5079.9,73.32,16.59,56.72,Strong Bullish ↑↑,Bullish Dominant,Moderate ↑,No Sell Signal,-3.61,-6.95,3,Bullish Accumulation,BUY,BULLISH,99.0,1.0,25.08,10.0,50,65,100,0,90,20,65.0,10.0,5079.9,5079.9,5079.9
2026-01-28,5301.6,76.41,16.07,60.34,Strong Bullish ↑↑,Full Bullish Confirmed,Strong ↑,No Sell Signal,5.35,-6.33,1,Bullish Breakout,BUY,BULLISH,100.3,-0.3,69.2,10.0,50,65,100,0,90,20,65.0,10.0,5301.6,5301.6,5301.6
2026-01-29,5318.4,74.61,13.2,61.41,Strong Bullish ↑↑,Bullish Dominant,Moderate ↑,No Sell Signal,3.89,-0.54,4,Support Bounce,BUY,BULLISH,100.16,-0.16,54.18,10.0,50,65,100,0,90,20,65.0,10.0,5334.03,5570.57,5081.87
2026-01-30,4713.9,72.84,16.14,56.7,Strong Bullish ↑↑,Bullish Dominant,Moderate ↑,No Sell Signal,1.66,5.87,4,Support Bounce,BUY,BULLISH,78.29,21.71,43.75,10.0,100,40,100,0,55,60,65.0,10.0,4951.47,5202.93,4462.43
2026-02-02,4622.5,72.38,16.49,55.89,Strong Bullish ↑↑,Bullish Dominant,Moderate ↑,No Sell Signal,1.2,6.8,4,Support Bounce,BUY,BULLISH,73.39,26.61,44.5,10.0,100,40,100,0,55,60,65.0,10.0,4626.1,4852.2,4396.4
2026-02-03,4903.7,72.21,16.55,55.66,Strong Bullish ↑↑,Bullish Dominant,Moderate ↑,No Sell Signal,1.39,6.86,3,Bullish Accumulation,BUY,BULLISH,87.83,12.17,44.6,10.0,100,40,100,0,40,75,65.0,10.0,4854.2,5034.1,4723.8
2026-02-04,4920.4,75.89,16.6,59.28,Strong Bullish ↑↑,Bullish Dominant,Strong ↑,No Sell Signal,-6.39,7.39,4,Support Bounce,BUY,BULLISH,85.94,14.06,45.2,10.0,100,40,100,0,40,75,65.0,10.0,4966.83,5035.77,4851.47
2026-02-05,4861.4,75.1,17.31,57.79,Strong Bullish ↑↑,Bullish Dominant,Strong ↑,No Sell Signal,-2.91,8.77,4,Support Bounce,BUY,BULLISH,82.55,17.45,44.32,10.0,100,40,100,0,40,75,75.0,15.0,4886.57,4987.13,4760.83
2026-02-06,4951.2,74.68,19.25,55.43,Strong Bullish ↑↑,Bullish Dominant,Moderate ↑,No Sell Signal,2.01,0.35,3,Bullish Accumulation,BUY,BULLISH,96.18,3.82,42.93,10.0,100,40,100,0,40,75,75.0,15.0,4854.9,5054.8,4751.3
2026-02-09,5050.9,73.54,19.05,54.49,Strong Bullish ↑↑,Bullish Dominant,Moderate ↑,No Sell Signal,1.11,-1.68,3,Bullish Accumulation,BUY,BULLISH,98.45,1.55,41.12,10.0,100,40,100,0,40,75,65.0,10.0,5031.9,5084.7,4998.1
2026-02-10,5003.8,72.97,19.57,53.4,Strong Bullish ↑↑,Bullish Dominant,Moderate ↑,No Sell Signal,0.13,-0.83,4,Support Bounce,BUY,BULLISH,92.79,7.21,40.4,10.0,100,40,100,0,40,75,65.0,10.0,5011.83,5020.97,4994.67
2026-02-11,5071.6,72.92,19.7,53.23,Strong Bullish ↑↑,Bullish Dominant,Moderate ↑,No Sell Signal,0.47,-1.2,4,Support Bounce,BUY,BULLISH,93.13,6.87,40.84,10.0,100,40,100,0,40,75,65.0,10.0,5074.73,5108.17,5038.17
2026-02-12,4923.7,71.72,23.71,48.01,Bullish ↑,Bullish Dominant,Moderate ↑,No Sell Signal,-3.85,4.03,4,Support Bounce,BUY,BULLISH,83.37,16.63,40.38,10.0,80,65,100,0,40,75,75.0,15.0,4964.6,5037.2,4851.1
2026-02-13,5022.0,72.71,22.44,50.27,Strong Bullish ↑↑,Bullish Dominant,Moderate ↑,No Sell Signal,-5.94,6.03,3,Bullish Accumulation,BUY,BULLISH,84.98,15.02,38.49,10.0,80,65,100,0,40,75,75.0,15.0,5004.03,5061.87,4964.17
2026-02-17,4882.9,70.95,22.78,48.17,Bullish ↑,Bullish Dominant,Moderate ↑,No Sell Signal,-6.29,9.12,4,Support Bounce,BUY,BULLISH,73.71,26.29,38.09,10.0,80,65,100,0,40,75,75.0,15.0,4916.9,4986.0,4813.8
2026-02-18,4986.5,70.5,21.94,48.56,Bullish ↑,Bullish Dominant,Moderate ↑,No Sell Signal,-5.06,5.57,3,Bullish Accumulation,BUY,BULLISH,84.34,15.66,38.49,10.0,80,65,100,0,40,75,65.0,10.0,4947.67,5025.83,4908.33
2026-02-19,4975.9,70.64,22.76,47.88,Bullish ↑,Bullish Dominant,Moderate ↑,No Sell Signal,-5.04,7.32,4,Support Bounce,BUY,BULLISH,79.18,20.82,34.56,10.0,80,65,100,0,40,75,75.0,15.0,4988.83,5001.77,4962.97
2026-02-20,5080.9,75.04,22.29,52.75,Strong Bullish ↑↑,Bullish Dominant,Strong ↑,No Sell Signal,10.49,-6.88,3,Bullish Accumulation,BUY,BULLISH,88.61,11.39,88.11,23.96,100,20,100,0,40,75,65.0,10.0,5070.4,5141.5,5009.8
2026-02-23,5204.7,73.56,24.84,48.73,Bullish ↑,Bullish Dominant,Moderate ↑,No Sell Signal,7.64,-1.24,3,Bullish Accumulation,BUY,BULLISH,91.51,8.49,87.79,24.07,70,50,100,0,40,75,75.0,15.0,5178.87,5237.43,5146.13
2026-02-24,5155.8,75.34,25.1,50.24,Strong Bullish ↑↑,Bullish Dominant,Strong ↑,No Sell Signal,15.09,-4.47,3,Bullish Accumulation,BUY,BULLISH,89.62,10.38,87.69,24.1,100,20,100,0,40,75,80.0,35.0,5142.5,5172.3,5126.0
2026-02-25,5206.4,75.38,23.87,51.5,Strong Bullish ↑↑,Bullish Dominant,Strong ↑,No Sell Signal,14.81,-1.71,3,Bullish Accumulation,BUY,BULLISH,88.57,11.43,88.15,23.95,100,20,100,0,40,75,80.0,35.0,5192.93,5219.87,5179.47
2026-02-26,5176.5,75.28,24.89,50.39,Strong Bullish ↑↑,Bullish Dominant,Strong ↑,No Sell Signal,14.3,-3.08,3,Bullish Accumulation,BUY,BULLISH,86.69,13.31,87.87,24.04,100,20,100,0,40,75,80.0,35.0,5173.2,5202.5,5147.2
2026-02-27,5230.5,75.32,31.83,43.49,Bullish ↑,Bullish Dominant,Strong ↑,Weak Sell,-9.93,25.97,3,Bullish Accumulation,BUY,BULLISH,82.15,17.85,75.0,83.33,100,20,100,0,40,75,25.0,100.0,5229.07,5281.43,5178.13
2026-03-02,5294.4,74.9,27.26,47.64,Bullish ↑,Bullish Dominant,Moderate ↑,No Sell Signal,-4.97,6.09,4,Support Bounce,BUY,BULLISH,81.93,18.07,67.55,41.05,100,20,100,0,70,40,15.0,90.0,5321.9,5377.5,5238.8
2026-03-03,5107.4,84.11,21.49,62.63,Strong Bullish ↑↑,Bullish Dominant,Strong ↑,No Sell Signal,2.46,-2.77,4,Support Bounce,BUY,BULLISH,82.11,17.89,69.94,10.0,100,40,100,0,70,40,90.0,40.0,5144.73,5266.47,4985.67
2026-03-04,5193.7,86.67,21.0,65.67,Strong Bullish ↑↑,Bullish Dominant,Very Strong ↑↑,No Sell Signal,7.77,-4.03,3,Bullish Accumulation,BUY,BULLISH,86.51,13.49,76.83,27.72,100,40,100,0,90,20,90.0,40.0,5181.23,5210.47,5164.47
2026-03-05,5065.3,83.85,23.82,60.03,Strong Bullish ↑↑,Bullish Dominant,Strong ↑,No Sell Signal,2.85,0.94,4,Support Bounce,BUY,BULLISH,74.68,25.32,76.95,27.68,100,40,100,0,70,40,90.0,40.0,5096.5,5138.3,5023.5
2026-03-06,5146.1,78.08,34.3,43.78,Bullish ↑,Bullish Dominant,Strong ↑,Weak Sell,15.44,-21.04,3,Bullish Accumulation,BUY,BULLISH,77.71,22.29,77.07,27.64,100,40,100,0,70,40,90.0,40.0,5122.77,5169.43,5099.43
2026-03-09,5091.5,80.45,25.67,54.79,Strong Bullish ↑↑,Bullish Dominant,Strong ↑,No Sell Signal,16.08,-9.28,4,Support Bounce,BUY,BULLISH,74.4,25.6,76.53,27.82,100,40,100,0,90,20,90.0,40.0,5109.93,5142.17,5059.27
2026-03-10,5224.6,86.37,19.59,66.78,Strong Bullish ↑↑,Bullish Dominant,Very Strong ↑↑,No Sell Signal,2.05,-1.02,3,Bullish Accumulation,BUY,BULLISH,85.22,14.78,79.12,26.96,100,20,100,0,70,40,90.0,40.0,5215.6,5239.9,5200.3
2026-03-11,5160.0,88.57,21.34,67.23,Strong Bullish ↑↑,Bullish Dominant,Very Strong ↑↑,No Sell Signal,-3.98,4.7,3,Bullish Accumulation,BUY,BULLISH,76.16,23.84,83.33,25.56,100,40,100,0,70,40,90.0,40.0,5159.93,5189.87,5130.07
2026-03-12,5102.2,85.88,24.11,61.78,Strong Bullish ↑↑,Bullish Dominant,Very Strong ↑↑,No Sell Signal,1.23,-0.36,3,Bullish Accumulation,BUY,BULLISH,74.26,25.74,84.72,25.09,100,40,100,0,70,40,90.0,40.0,5093.3,5112.0,5083.5
